Title,Description,Scrappé - SN Has Paid Placement,Post Url,Post Type,Scrappé - SN Brand,View Count,DA - Key Account,DA - Manuel Collab Brand,DA - LookUp - Social Network,Problème (from Data Admin - Brand),Category (from Data Admin - Brand),Manuel - Annotation Checked,Script - Annotation Checked,Manuel - Collab Commerciale,Manuel - Autres marques,Script - Collab Commerciale,Script - Autres marques,Chosen Post
,,false,https://www.tiktok.com/@riadhlevrai/video/7456115164610448662,video,,6000000,riadhlevrai,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@booshraoff/video/7569688286130654486,video,,9500000,booshraoff,-,tiktok,,,false,,None,,None,,false
Quand Choupinette rap 😂 son papa n'est pas happy,Quand Choupinette rap 😂 son papa n'est pas happy,false,https://www.tiktok.com/@booshraoff/video/7544791344301214998,video,,4100000,booshraoff,-,tiktok,,,false,,None,,None,,false
Rien ne les arrête je vais caner 😭,Rien ne les arrête je vais caner 😭,false,https://www.tiktok.com/@batzair/video/7547755972945710338,video,,8300000,batzair,-,tiktok,,,false,,None,,None,,false
Ma meuf est relou parfois…,Ma meuf est relou parfois…,false,https://www.tiktok.com/@batzair/video/7520665505305251094,video,,5000000,batzair,-,tiktok,,,false,,None,,None,,false
Merci Mamie d’être là ❤️,Merci Mamie d’être là ❤️,false,https://www.tiktok.com/@batzair/video/7478006783596875030,video,,6900000,batzair,-,tiktok,,,false,,None,,None,,false
"Vous avez la réf ? ","Vous avez la réf ? ",false,https://www.tiktok.com/@noholito/video/7481332776608812310,video,,6000000,noholito,-,tiktok,,,false,,None,,None,,false
"Des nouvelles de Pamela ","Des nouvelles de Pamela ",false,https://www.tiktok.com/@noholito/video/7469805246257057046,video,,4200000,noholito,-,tiktok,,,false,,None,,None,,false
Oh là là quelle surprise 😍🎁🎄🎅🏼,Oh là là quelle surprise 😍🎁🎄🎅🏼,false,https://www.tiktok.com/@loukaki24/video/7585973017839226134,video,,4300000,loukaki24,-,tiktok,,,false,,None,,None,,false
Elle a encore glow up comme ça 😍,Elle a encore glow up comme ça 😍,false,https://www.tiktok.com/@loukaki24/video/7533318796015095062,video,,4300000,loukaki24,-,tiktok,,,false,,None,,None,,false
Vous validez le look ? ❤️,Vous validez le look ? ❤️,false,https://www.tiktok.com/@loukaki24/video/7531757928018152726,video,,5200000,loukaki24,-,tiktok,,,false,,None,,None,,false
Aidez-moi à trouver des prénoms 🙏🏼🙂‍↔️,Aidez-moi à trouver des prénoms 🙏🏼🙂‍↔️,false,https://www.tiktok.com/@loukaki24/video/7517366135642737942,video,,4600000,loukaki24,-,tiktok,,,false,,None,,None,,false
C’est MON blush de l’été ☀️😍  #SHEGLAM #sheglamblushstick #sheglamblush @SHEGLAM  (Collaboration commerciale),"C’est MON blush de l’été ☀️😍 
#SHEGLAM #sheglamblushstick #sheglamblush @SHEGLAM 
(Collaboration commerciale)",false,https://www.tiktok.com/@loukaki24/video/7515464707407367446,video,,375100,loukaki24,"SHEGLAM ",tiktok,,Cosmétiques / esthétique,true,,"SHEGLAM ",,None,,true
Je ne me reconnais pas 🤣  Sinon incroyable ton son @L’Amerigo 🐺  (collaboration commerciale),"Je ne me reconnais pas 🤣 
Sinon incroyable ton son @L’Amerigo 🐺 
(collaboration commerciale)",false,https://www.tiktok.com/@loukaki24/video/7508793635366866178,video,,2700000,loukaki24,L’Amerigo,tiktok,,,true,,L’Amerigo,,None,,true
Elle ne sait pas que je lui ai fait une surprise 🤫,Elle ne sait pas que je lui ai fait une surprise 🤫,false,https://www.tiktok.com/@loukaki24/video/7496909233699474710,video,,6900000,loukaki24,-,tiktok,,,false,,None,,None,,false
"Au final, elle est déçue 😭","Au final, elle est déçue 😭",false,https://www.tiktok.com/@loukaki24/video/7496873326166510871,video,,5000000,loukaki24,-,tiktok,,,false,,None,,None,,false
🤣🤣,🤣🤣,false,https://www.tiktok.com/@loukaki24/video/7493644604663811350,video,,8200000,loukaki24,-,tiktok,,,false,,None,,None,,false
Ça lui va tellement bien 😍,Ça lui va tellement bien 😍,false,https://www.tiktok.com/@loukaki24/video/7486531914560556310,video,,5300000,loukaki24,-,tiktok,,,false,,None,,None,,false
"1 an déjà.. On ne t’oublie pas 🙏🏼❤️Rendons lui tous hommage pour continuer à la faire briller ✨👼🕊️@anais robin ","1 an déjà.. On ne t’oublie pas 🙏🏼❤️Rendons lui tous hommage pour continuer à la faire briller ✨👼🕊️@anais robin ",false,https://www.tiktok.com/@loukaki24/video/7484932292633398550,video,,4400000,loukaki24,-,tiktok,,,false,,None,,None,,false
"Essayez, vous verrez.. 😉(le clip est disponible sur Ytb, le lien est dans ma bio tiktok 🥰)","Essayez, vous verrez.. 😉(le clip est disponible sur Ytb, le lien est dans ma bio tiktok 🥰)",false,https://www.tiktok.com/@loukaki24/video/7479847938273987862,video,,4300000,loukaki24,-,tiktok,,,false,,None,,None,,false
Elle ne s’attendait pas à ça .. 🥲,Elle ne s’attendait pas à ça .. 🥲,false,https://www.tiktok.com/@loukaki24/video/7473150963700829462,video,,4600000,loukaki24,-,tiktok,,,false,,None,,None,,false
Je suis trop contente 😍 soyez à l’affût .. ⏳,Je suis trop contente 😍 soyez à l’affût .. ⏳,false,https://www.tiktok.com/@loukaki24/video/7470567434601106710,video,,4200000,loukaki24,-,tiktok,,,false,,None,,None,,false
"CHILLGUYS #inoxtag #inox #gmk #challenge #dance #tiktok #edit #ilmamanquercecfar @GMK ","CHILLGUYS #inoxtag #inox #gmk #challenge #dance #tiktok #edit #ilmamanquercecfar @GMK ",false,https://www.tiktok.com/@inoxtag/video/7479111432899005718,video,,5600000,inoxtag,-,tiktok,,,false,,None,,None,,false
Encore des bêtises…,Encore des bêtises…,false,https://www.tiktok.com/@marvinlaqueen/video/7589298192928279830,video,,17500000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
C’EST QUI QUI VAS FAIRE LE MÉNAGE????,C’EST QUI QUI VAS FAIRE LE MÉNAGE????,false,https://www.tiktok.com/@marvinlaqueen/video/7587366276016770326,video,,4100000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
C’est trop beau!!!,C’est trop beau!!!,false,https://www.tiktok.com/@marvinlaqueen/video/7587353192627768598,video,,9300000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
Réponse à @Marvin la queen OMGGGG,Réponse à @Marvin la queen OMGGGG,false,https://www.tiktok.com/@marvinlaqueen/video/7586999916094868758,video,,5800000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
Où est-ce que je peux trouver des tapis en laine qui se décolorent? 😭,Où est-ce que je peux trouver des tapis en laine qui se décolorent? 😭,false,https://www.tiktok.com/@marvinlaqueen/video/7586293636510289174,video,,19600000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
HAHAHAHAHAHA,HAHAHAHAHAHA,false,https://www.tiktok.com/@marvinlaqueen/video/7585710442803137814,video,,6100000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
Aujourd’hui je teste une recette japonaise! (Le jour où je me suis mis à dos toute la Chine),Aujourd’hui je teste une recette japonaise! (Le jour où je me suis mis à dos toute la Chine),false,https://www.tiktok.com/@marvinlaqueen/video/7585202096383790358,video,,44200000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
Trop beau 🫠,Trop beau 🫠,false,https://www.tiktok.com/@marvinlaqueen/video/7554381500343471382,video,,7800000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
"Encore une autre idée wtf ","Encore une autre idée wtf ",false,https://www.tiktok.com/@marvinlaqueen/video/7554336086214888726,video,,18200000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
Réponse à @lilinana2011 merci pour l’aide !!!,Réponse à @lilinana2011 merci pour l’aide !!!,false,https://www.tiktok.com/@marvinlaqueen/video/7542471937105087766,video,,4600000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
La deuxième méthode est à retravailler…,La deuxième méthode est à retravailler…,false,https://www.tiktok.com/@marvinlaqueen/video/7528053296351776022,video,,8300000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
Aujourd’hui je teste une astuce américaine !,Aujourd’hui je teste une astuce américaine !,false,https://www.tiktok.com/@marvinlaqueen/video/7524277972186975510,video,,4100000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
"C’est moche en vrai ","C’est moche en vrai ",false,https://www.tiktok.com/@marvinlaqueen/video/7504258414646791446,video,,4100000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
Vous pensez que je dois ouvrir une marque de vêtements ?,Vous pensez que je dois ouvrir une marque de vêtements ?,false,https://www.tiktok.com/@marvinlaqueen/video/7484625667997306134,video,,4200000,marvinlaqueen,-,tiktok,,,false,,None,,None,,false
"On vous explique pourquoi on a arrêté l’école à la maison ♥️ #papa #rire #humour #drole ","On vous explique pourquoi on a arrêté l’école à la maison ♥️ #papa #rire #humour #drole ",false,https://www.tiktok.com/@chrisjoyz/video/7584802164246203670,video,,6500000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
Être papa ♥️,Être papa ♥️,false,https://www.tiktok.com/@chrisjoyz/video/7583375699923176726,video,,38500000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
"Faites le chez vous c’est génial 🤣 #papa #rire #humour #drole ","Faites le chez vous c’est génial 🤣 #papa #rire #humour #drole ",false,https://www.tiktok.com/@chrisjoyz/video/7570029251966127382,video,,9400000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
"Lily n’a pas trop aimé le prank, mais en vrai, c’est drôle… elle a rigolé après… Faites-le chez vous ♥️♥️ #papa ##rire##humour##drole","Lily n’a pas trop aimé le prank, mais en vrai, c’est drôle… elle a rigolé après… Faites-le chez vous ♥️♥️ #papa ##rire##humour##drole",false,https://www.tiktok.com/@chrisjoyz/video/7555917405952822550,video,,4700000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
"Qui veux des crêpes? Vous mettez quoi sur vos crêpes? #papa #rire #humour #drole ","Qui veux des crêpes? Vous mettez quoi sur vos crêpes? #papa #rire #humour #drole ",false,https://www.tiktok.com/@chrisjoyz/video/7549990083647212802,video,,9100000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
"Elle était vexé la danseuse d’étoile 😂 mon petit cœur, j’adore l’embêter. #papa #rire #humour #drole ","Elle était vexé la danseuse d’étoile 😂 mon petit cœur, j’adore l’embêter. #papa #rire #humour #drole ",false,https://www.tiktok.com/@chrisjoyz/video/7524381481247182082,video,,4500000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
"Quand maman dit non… 😂😂 #papa #rire #humour #drole ","Quand maman dit non… 😂😂 #papa #rire #humour #drole ",false,https://www.tiktok.com/@chrisjoyz/video/7522892631232318743,video,,6200000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
Elle a attendu la 1000eme pièce 🤣🤣,Elle a attendu la 1000eme pièce 🤣🤣,false,https://www.tiktok.com/@chrisjoyz/video/7500596828639923478,video,,8100000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
"Elle m’a déstabilisé 🤣 on rigole tellement quand on fait nos petits sketchs ♥️ #papa #rire #humour #drole ","Elle m’a déstabilisé 🤣 on rigole tellement quand on fait nos petits sketchs ♥️ #papa #rire #humour #drole ",false,https://www.tiktok.com/@chrisjoyz/video/7458346646120762646,video,,5600000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
"Logique 🤣 #papa #rire #humour #drole ","Logique 🤣 #papa #rire #humour #drole ",false,https://www.tiktok.com/@chrisjoyz/video/7457576666978585878,video,,9300000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
"L’année commence super bien 🤦🏻‍♂️🤣 #papa #rire #humour #drole ","L’année commence super bien 🤦🏻‍♂️🤣 #papa #rire #humour #drole ",false,https://www.tiktok.com/@chrisjoyz/video/7455300805990567190,video,,27700000,chrisjoyz,-,tiktok,,,false,,None,,None,,false
Madame épilation 🤍 Lucie c’est notre experte en épilation 😏,Madame épilation 🤍 Lucie c’est notre experte en épilation 😏,false,https://www.tiktok.com/@leanemarts/video/7587059056368504086,video,,5300000,leanemarts,-,tiktok,,,false,,None,,None,,false
De Jaime Maël à … 😝😝😝,De Jaime Maël à … 😝😝😝,false,https://www.tiktok.com/@leanemarts/video/7568904034950581526,video,,6500000,leanemarts,-,tiktok,,,false,,None,,None,,false
@maelplat 🖤🤍,@maelplat 🖤🤍,false,https://www.tiktok.com/@leanemarts/video/7563699223191997718,video,,5100000,leanemarts,-,tiktok,,,false,,None,,None,,false
"Moi aussi ze t’aime leane ","Moi aussi ze t’aime leane ",false,https://www.tiktok.com/@leanemarts/video/7553940150888385814,video,,5600000,leanemarts,-,tiktok,,,false,,None,,None,,false
Présentation de l’équipe @beautymarts_institut ✨🥹,Présentation de l’équipe @beautymarts_institut ✨🥹,false,https://www.tiktok.com/@leanemarts/video/7552154957051366678,video,,5000000,leanemarts,-,tiktok,,,false,,None,beauty mart's,None,,false
"Publicité | Aujourd’hui, je vous ouvre les portes de @beautymarts_institut mon institut et surtout… mon rêve devenu réalité 💖 Chaque détail a été imaginé avec amour pour que vous vous sentiez bien, apaisés et chouchoutés 🌿 Je suis infiniment reconnaissante d’avoir pu concrétiser ce projet, et un grand merci à @Cdiscount qui m’a soutenue et accompagnée dans l’équipement de l’institut ✨ Et si vous cherchez vous aussi de belles inspirations, n’hésitez pas à jeter un œil à leur site 🤍 ","Publicité | Aujourd’hui, je vous ouvre les portes de @beautymarts_institut mon institut et surtout… mon rêve devenu réalité 💖 Chaque détail a été imaginé avec amour pour que vous vous sentiez bien, apaisés et chouchoutés 🌿 Je suis infiniment reconnaissante d’avoir pu concrétiser ce projet, et un grand merci à @Cdiscount qui m’a soutenue et accompagnée dans l’équipement de l’institut ✨
Et si vous cherchez vous aussi de belles inspirations, n’hésitez pas à jeter un œil à leur site 🤍 ",false,https://www.tiktok.com/@leanemarts/video/7550737073821502742,video,,3100000,leanemarts,beauty mart's,tiktok,,Cosmétiques / esthétique,false,,None,,None,,false
"Bon à la base on était là pour son cadeau alors le voici 🥳🫶🏻🙈 ","Bon à la base on était là pour son cadeau alors le voici 🥳🫶🏻🙈 ",false,https://www.tiktok.com/@leanemarts/video/7469065865388920086,video,,7100000,leanemarts,-,tiktok,,,false,,None,,None,,false
"Imagine tu parles avec Jenna Ortega ","Imagine tu parles avec Jenna Ortega ",false,https://www.tiktok.com/@anttonracca/video/7533351156219661590,video,,4100000,anttonracca,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@sanamdouii/video/7569993335486680342,video,,7700000,sanamdouii,-,tiktok,,,false,,None,Pondimax,None,,false
"@SEPHORA ","@SEPHORA ",false,https://www.tiktok.com/@sanamdouii/video/7560006975656856854,video,,4800000,sanamdouii,-,tiktok,,,false,,None,SEPHORA,None,,false
"Hihi 🤪 ","Hihi 🤪 ",false,https://www.tiktok.com/@sanamdouii/video/7526652698113051926,video,,4500000,sanamdouii,-,tiktok,,,false,,None,,None,,false
@Nash Influence 🧡🍊,@Nash Influence 🧡🍊,false,https://www.tiktok.com/@sanamdouii/video/7500272492032855318,video,,9700000,sanamdouii,-,tiktok,,,false,,None,,None,,false
🧐,🧐,false,https://www.tiktok.com/@sanamdouii/video/7499199416696311062,video,,8200000,sanamdouii,-,tiktok,,,false,,None,,None,,false
"La vidéo entière arrive bientôt 💕 colle : @SEPHORA ","La vidéo entière arrive bientôt 💕 colle : @SEPHORA ",false,https://www.tiktok.com/@sanamdouii/video/7495086189544852758,video,,4600000,sanamdouii,-,tiktok,,,false,,None,SEPHORA,None,,false
"Omg la catastrophe 😱😂 💕 .@Huda Beauty @Rare Beauty @SEPHORA @arianagrande @Hourglass Cosmetics @NYX COSMETICS FRANCE @Charlotte Tilbury @Too Faced ","Omg la catastrophe 😱😂 💕

.@Huda Beauty @Rare Beauty @SEPHORA @arianagrande @Hourglass Cosmetics @NYX COSMETICS FRANCE @Charlotte Tilbury @Too Faced ",false,https://www.tiktok.com/@sanamdouii/video/7485063342424427798,video,,4500000,sanamdouii,-,tiktok,,,false,,None,,None,,false
"Halala le covid ","Halala le covid ",false,https://www.tiktok.com/@sanamdouii/video/7484239534834715926,video,,4700000,sanamdouii,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@sanamdouii/video/7481343778670841110,video,,4300000,sanamdouii,-,tiktok,,,false,,None,,None,,false
"👻 nbnm930                           Bon c t pas prévu 😂 ","👻 nbnm930                           Bon c t pas prévu 😂 ",false,https://www.tiktok.com/@sanamdouii/video/7469417222184635670,video,,5500000,sanamdouii,-,tiktok,,,false,,None,,None,,false
"#streamforhumanity ","#streamforhumanity ",false,https://www.tiktok.com/@squeezie/video/7573072034947665174,video,,9200000,squeezie,-,tiktok,,,false,,None,,None,,false
GP Explorer 3 : la bande-annonce officielle 🎬 Suivez les courses en direct le 4 et 5 Octobre prochain sur ma chaîne Twitch 🏎️,"GP Explorer 3 : la bande-annonce officielle 🎬

Suivez les courses en direct le 4 et 5 Octobre prochain sur ma chaîne Twitch 🏎️",false,https://www.tiktok.com/@squeezie/video/7548862425617992982,video,,9300000,squeezie,-,tiktok,,,false,,None,,None,,false
"Ciao Kombucha, dispo en magasin dès la semaine prochaine ☀️ (tiktok laisse moi mettre la musique originale stp)","Ciao Kombucha, dispo en magasin dès la semaine prochaine ☀️

(tiktok laisse moi mettre la musique originale stp)",false,https://www.tiktok.com/@squeezie/video/7500194237762342166,video,,8200000,squeezie,-,tiktok,,,false,,None,,None,,false
"#streamforhumanity ","#streamforhumanity ",false,https://www.tiktok.com/@squeezie/video/7461014765075434754,video,,10900000,squeezie,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@squeezie/video/7461012295900990742,video,,4400000,squeezie,-,tiktok,,,false,,None,,None,,false
BABY 👶🏼 VS NO BABY ❌👶🏼😂,BABY 👶🏼 VS NO BABY ❌👶🏼😂,false,https://www.tiktok.com/@harutlio/video/7589695583883889942,video,,15200000,harutlio,-,tiktok,,,false,,None,,None,,false
SHOPPING 🛍️ VS NO SHOPPING ❌ 😂😂,SHOPPING 🛍️ VS NO SHOPPING ❌ 😂😂,false,https://www.tiktok.com/@harutlio/video/7581150473818885379,video,,9100000,harutlio,-,tiktok,,,false,,None,,None,,false
JONNY JONNY WOOD 🤣🤣🤣,JONNY JONNY WOOD 🤣🤣🤣,false,https://www.tiktok.com/@harutlio/video/7576030241626279190,video,,8600000,harutlio,-,tiktok,,,false,,None,,None,,false
"Je m’y attendais pas !! 😱💣🤣 ","Je m’y attendais pas !! 😱💣🤣 ",false,https://www.tiktok.com/@harutlio/video/7566698855002115350,video,,22700000,harutlio,-,tiktok,,,false,,None,,None,,false
"#bellydance ","#bellydance ",false,https://www.tiktok.com/@whoxver/video/7585634355888803094,video,,21300000,whoxver,-,tiktok,,,false,,None,,None,,false
"#bellydance #tuto ","#bellydance #tuto ",false,https://www.tiktok.com/@whoxver/video/7584558822971297046,video,,8200000,whoxver,-,tiktok,,,false,,None,,None,,false
"#bellydance #shakira ","#bellydance #shakira ",false,https://www.tiktok.com/@whoxver/video/7583408748501306626,video,,9600000,whoxver,-,tiktok,,,false,,None,,None,,false
"#bellydance #oriental ","#bellydance #oriental ",false,https://www.tiktok.com/@whoxver/video/7581923584239570198,video,,35200000,whoxver,-,tiktok,,,false,,None,,None,,false
"#tuto #dance ","#tuto #dance ",false,https://www.tiktok.com/@whoxver/video/7580439099778043158,video,,14400000,whoxver,-,tiktok,,,false,,None,,None,,false
"Dc : 💁🏼‍♀️ #halloween #esmeralda ","Dc : 💁🏼‍♀️ #halloween #esmeralda ",false,https://www.tiktok.com/@whoxver/video/7564828005256760598,video,,5600000,whoxver,-,tiktok,,,false,,None,,None,,false
"#halloween #esmeralda ","#halloween #esmeralda ",false,https://www.tiktok.com/@whoxver/video/7564458696449871126,video,,10700000,whoxver,-,tiktok,,,false,,None,,None,,false
"#jasminecostume #halloween ","#jasminecostume #halloween ",false,https://www.tiktok.com/@whoxver/video/7562230488375594262,video,,8100000,whoxver,-,tiktok,,,false,,None,,None,,false
"Dc : @ElmiraBOOM #jasminecostume #Halloween ","Dc : @ElmiraBOOM #jasminecostume #Halloween ",false,https://www.tiktok.com/@whoxver/video/7561861053341109526,video,,6300000,whoxver,-,tiktok,,,false,,None,,None,,false
"Dc : @Nicolas #michaeljackson #halloween ","Dc : @Nicolas #michaeljackson #halloween ",false,https://www.tiktok.com/@whoxver/video/7561486674094476566,video,,5300000,whoxver,-,tiktok,,,false,,None,,None,,false
"#jasminecostume #halloween ","#jasminecostume #halloween ",false,https://www.tiktok.com/@whoxver/video/7560742795556687126,video,,5800000,whoxver,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@whoxver/video/7519085047073344790,video,,4100000,whoxver,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@whoxver/video/7494711209242184982,video,,10900000,whoxver,-,tiktok,,,false,,None,,None,,false
"Slow ","Slow ",false,https://www.tiktok.com/@whoxver/video/7493604343417965846,video,,26700000,whoxver,-,tiktok,,,false,,None,,None,,false
"Dc : @Moezy🇬🇧🎒 ","Dc : @Moezy🇬🇧🎒 ",false,https://www.tiktok.com/@whoxver/video/7486914270857383190,video,,5100000,whoxver,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@whoxver/video/7468729458657332502,video,,4100000,whoxver,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@whoxver/video/7467614268729347350,video,,4200000,whoxver,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@whoxver/video/7462792865861635350,video,,9100000,whoxver,-,tiktok,,,false,,None,,None,,false
"Yes again ","Yes again ",false,https://www.tiktok.com/@whoxver/video/7460486430456827158,video,,45300000,whoxver,-,tiktok,,,false,,None,,None,,false
"My favorite part #tangled @Disney Studios ","My favorite part #tangled @Disney Studios ",false,https://www.tiktok.com/@whoxver/video/7459817494719565078,video,,8800000,whoxver,-,tiktok,,,false,,None,,None,,false
"#tangled @Disney Studios ","#tangled @Disney Studios ",false,https://www.tiktok.com/@whoxver/video/7457499439238794518,video,,4100000,whoxver,-,tiktok,,,false,,None,,None,,false
Quand t’es en voiture et que cette musique passe à la radio 😂,Quand t’es en voiture et que cette musique passe à la radio 😂,false,https://www.tiktok.com/@adele_tsy/video/7529929576319946006,video,,4400000,adele_tsy,-,tiktok,,,false,,None,,None,,false
"La fameuse adresse mail 😂 #humour #pourtoi #foryour ","La fameuse adresse mail 😂 #humour #pourtoi #foryour ",false,https://www.tiktok.com/@adele_tsy/video/7462038723710946582,video,,4600000,adele_tsy,-,tiktok,,,false,,None,,None,,false
"Moi aussi je peut le faire mais avec ma copine 😉@Ajar-dubai ","Moi aussi je peut le faire mais avec ma copine 😉@Ajar-dubai ",false,https://www.tiktok.com/@justt__aniaa/video/7571597544825081110,video,,4200000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
"Faux le salaire de Kyky de bondy ","Faux le salaire de Kyky de bondy ",false,https://www.tiktok.com/@justt__aniaa/video/7504784612074229014,video,,7400000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
"@Mr&Mrs Crab ! C’était excellent, je recommande à 100% cette adresse ✨🦀💖.                                                     Merci pour l’invitation 😍","@Mr&Mrs Crab ! C’était excellent, je recommande à 100% cette adresse ✨🦀💖.                                                     Merci pour l’invitation 😍",false,https://www.tiktok.com/@justt__aniaa/video/7501389685831290134,video,,4100000,justt__aniaa,Mr&Mrs Crab,tiktok,,FOOD,false,,None,Mr&Mrs Crab,None,,false
,,false,https://www.tiktok.com/@justt__aniaa/video/7499925954110835990,video,,5000000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
Werenoi>>>,Werenoi>>>,false,https://www.tiktok.com/@justt__aniaa/video/7499901926281284886,video,,6000000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@justt__aniaa/video/7498055366282857750,video,,5100000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
🤍,🤍,false,https://www.tiktok.com/@justt__aniaa/video/7497283813169548566,video,,14400000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
Première et dernière vidéos à ce sujet là svp respectez mon choix j’ai déjà mal au cœur,Première et dernière vidéos à ce sujet là svp respectez mon choix j’ai déjà mal au cœur,false,https://www.tiktok.com/@justt__aniaa/video/7495806076370062614,video,,15000000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
,,false,https://www.tiktok.com/@justt__aniaa/video/7494401955410840854,video,,6400000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
"On est d’accord c’est pas le bon chargeur ???🔌 ","On est d’accord c’est pas le bon chargeur ???🔌 ",false,https://www.tiktok.com/@justt__aniaa/video/7494390866656627990,video,,6400000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
Qui a ses places de concert ?,Qui a ses places de concert ?,false,https://www.tiktok.com/@justt__aniaa/video/7494370870081637654,video,,4400000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
Vous avez compris ce que Zizou a dit à la fin 😱😱,Vous avez compris ce que Zizou a dit à la fin 😱😱,false,https://www.tiktok.com/@justt__aniaa/video/7494357878762147094,video,,7500000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
Vous me mettez une note de combien sur 10😱🥰,Vous me mettez une note de combien sur 10😱🥰,false,https://www.tiktok.com/@justt__aniaa/video/7493589287271714070,video,,4400000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
Fail🤣🤣💀,Fail🤣🤣💀,false,https://www.tiktok.com/@justt__aniaa/video/7465439894597405975,video,,13000000,justt__aniaa,-,tiktok,,,false,,None,,None,,false
"Apparemment ils ont la même tête, c’est vrai ou pas ?!!! je crois que j’ai fait des sosies 😂","Apparemment ils ont la même tête, c’est vrai ou pas ?!!! je crois que j’ai fait des sosies 😂",false,https://www.tiktok.com/@loufitlove/video/7551479985245015318,video,,4400000,loufitlove,-,tiktok,,,false,,None,,None,,false
"Elle est trop belle, non vous en pensez quoi ?#makeup ","Elle est trop belle, non vous en pensez quoi ?#makeup ",false,https://www.tiktok.com/@loufitlove/video/7512882192540781846,video,,6100000,loufitlove,-,tiktok,,,false,,None,,None,,false
"*on parle mal de toi mais j’écoute personne* 🥲 #jujufitcats #dance ","*on parle mal de toi mais j’écoute personne* 🥲 #jujufitcats #dance ",false,https://www.tiktok.com/@jujufitcats/video/7583737203348540694,video,,4700000,jujufitcats,-,tiktok,,,false,,None,,None,,false
"et puis finalement, p’tit père est parti… dans les bras de mes parents, chez les vétérinaire, il s’est endormi 🕊️ mon Ben, je t’aime. ","et puis finalement, p’tit père est parti… dans les bras de mes parents, chez les vétérinaire, il s’est endormi 🕊️ mon Ben, je t’aime. ",false,https://www.tiktok.com/@jujufitcats/video/7577456070910594326,video,,6400000,jujufitcats,-,tiktok,,,false,,None,,None,,false
askip ça remet mes sons dans les « pour toi » sans moi ? non mais ça va pas ou quoi laaa! #jujufitcats #tiboinshape #bimbamboum #2020,askip ça remet mes sons dans les « pour toi » sans moi ? non mais ça va pas ou quoi laaa! #jujufitcats #tiboinshape #bimbamboum #2020,false,https://www.tiktok.com/@jujufitcats/video/7575572549761912086,video,,4300000,jujufitcats,-,tiktok,,,false,,None,,None,,false
"version pas maquillée parce que y’en a, un visage naturel, vous avez oublié c’que c’est 🫠 #jujufitcats #nomakeup ","version pas maquillée parce que y’en a, un visage naturel, vous avez oublié c’que c’est 🫠 #jujufitcats #nomakeup ",false,https://www.tiktok.com/@jujufitcats/video/7574492659297815830,video,,5200000,jujufitcats,-,tiktok,,,false,,None,,None,,false
