Title,Description,Scrappé - SN Has Paid Placement,Post Url,Post Type,Scrappé - SN Brand,View Count,DA - Key Account,DA - Manuel Collab Brand,DA - LookUp - Social Network,Problème (from Data Admin - Brand),Category (from Data Admin - Brand),Manuel - Annotation Checked,Script - Annotation Checked,Manuel - Collab Commerciale,Manuel - Autres marques,Script - Collab Commerciale,Script - Autres marques,Chosen Post
"Quick and efficient hairstyle for a blow-dry effect 🙄🧞‍♀️ @SHEGLAM @SHEGLAM.HAIR  #SHEGLAM #SHEGLAMHAIR #SHEGLAMItCurl #sheglamhotstreak  #collaboration ","Quick and efficient hairstyle for a blow-dry effect 🙄🧞‍♀️
@SHEGLAM @SHEGLAM.HAIR 
#SHEGLAM #SHEGLAMHAIR #SHEGLAMItCurl #sheglamhotstreak 
#collaboration ",false,https://www.tiktok.com/@cilia.ghass/video/7461705614708854038,video,,3100000,cilia.ghass,"SHEGLAM ",tiktok,,Cosmétiques / esthétique,false,,None,,None,,false
"A quick and efficient hairstyle for kids I think kids love me 🥸 #hairstyle #kids #asmr #hair #cut #children #curly #tutorials #boucle ","A quick and efficient hairstyle for kids I think kids love me 🥸 #hairstyle #kids #asmr #hair #cut #children #curly #tutorials #boucle ",false,https://www.tiktok.com/@cilia.ghass/video/7456510002598284567,video,,11500000,cilia.ghass,-,tiktok,,,false,,None,,None,,false
"Quick and easy hairstyle specially for my birthday! 🎉 Wishing you all a Happy New Year! 🤩❤️ @Armani beauty   #hairstyle #hair #curly #tutorials #newyear #birtday #coiffure #boucle #tutoriel #armanibeauty #produitoffert ","Quick and easy hairstyle specially for my birthday! 🎉 Wishing you all a Happy New Year! 🤩❤️
@Armani beauty 
 #hairstyle #hair #curly #tutorials #newyear #birtday #coiffure #boucle #tutoriel #armanibeauty #produitoffert ",false,https://www.tiktok.com/@cilia.ghass/video/7456137384581696790,video,,5300000,cilia.ghass,-,tiktok,,,false,,None,Armani Beauty,None,,false
With my mother😂😭❤️,With my mother😂😭❤️,false,https://www.tiktok.com/@camille_la_danseuse/video/7588955864132947202,video,,4300000,camille_la_danseuse,-,tiktok,,,false,,None,,None,,false
PTDDDDDDDR OSKOUR je vais trauma ma mère 😭,PTDDDDDDDR OSKOUR je vais trauma ma mère 😭,false,https://www.tiktok.com/@camille_la_danseuse/video/7577103400488291606,video,,4300000,camille_la_danseuse,-,tiktok,,,false,,None,,None,,false
"Inspi : @ωєѕℓєу явт t’es trop une star 😍😮‍💨 ","Inspi : @ωєѕℓєу явт t’es trop une star 😍😮‍💨 ",false,https://www.tiktok.com/@camille_la_danseuse/video/7524007465856273686,video,,12700000,camille_la_danseuse,-,tiktok,,,false,,None,,None,,false
Les meufs sur cette trend 👑,Les meufs sur cette trend 👑,false,https://www.tiktok.com/@camille_la_danseuse/video/7489112783749991702,video,,4100000,camille_la_danseuse,-,tiktok,,,false,,None,,None,,false
merci iCloud ☁️,merci iCloud ☁️,false,https://www.tiktok.com/@michou_yt/video/7479133047900622102,video,,4400000,michou_yt,-,tiktok,,,false,,None,iCloud,None,,false
"à l’aide svp j’ai froid #michou #video #airbnb #avion #commentonfermeuneportedavionsvp ","à l’aide svp j’ai froid #michou #video #airbnb #avion #commentonfermeuneportedavionsvp ",false,https://www.tiktok.com/@michou_yt/video/7470256943576222998,video,,4800000,michou_yt,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Aubane ouvre le cadeau de son beau-frère ? 😱🤣 #humour #pourtoi #foryou ","Est-ce qu’Aubane ouvre le cadeau de son beau-frère ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7587464486584356118,video,,4800000,shayvise,-,tiktok,,,false,,None,,None,,false
"Parfois, on grandit et on se rend compte que les relations aussi 🤣🤣 #humour #pourtoi #foryou ","Parfois, on grandit et on se rend compte que les relations aussi 🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7587094879629626646,video,,6400000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Aubane doit poursuivre son Noël chez eux ? 😱😱 #humour #pourtoi #foryou ","Est-ce qu’Aubane doit poursuivre son Noël chez eux ? 😱😱 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7586351940020325654,video,,5000000,shayvise,-,tiktok,,,false,,None,,None,,false
"Histoire vraie 🤣🤣  Une proche m’a raconté cette scène qu’elle a vécue avec sa fille, qui n’arrêtait pas de dire « wesh » 🤣. Je m’en suis fortement inspirée 😁 #humour #pourtoi #foryou ","Histoire vraie 🤣🤣  Une proche m’a raconté cette scène qu’elle a vécue avec sa fille, qui n’arrêtait pas de dire « wesh » 🤣. Je m’en suis fortement inspirée 😁 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7585979734966701334,video,,6200000,shayvise,-,tiktok,,,false,,None,,None,,false
"On continue ? 🤣🤣 #humour #pourtoi #foryou ","On continue ? 🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7585238296561814807,video,,4400000,shayvise,-,tiktok,,,false,,None,,None,,false
"Parfois, les personnes qu’on ne remarque pas au premier regard sont celles qui ont le plus à offrir 😉❤️ #humour #pourtoi #foryou ","Parfois, les personnes qu’on ne remarque pas au premier regard sont celles qui ont le plus à offrir 😉❤️ #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7584495171354594582,video,,4100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Une 2e version encore plus réaliste de ma dure vie de « fille qui sait pas se maquiller » 🤣🤣 Honnêtement, qui est capable de suivre parfaitement un tuto makeup ? 😱 #humour #pourtoi #foryou #halloween ","Une 2e version encore plus réaliste de ma dure vie de « fille qui sait pas se maquiller » 🤣🤣 Honnêtement, qui est capable de suivre parfaitement un tuto makeup ? 😱 #humour #pourtoi #foryou #halloween ",false,https://www.tiktok.com/@shayvise/video/7567058759659392278,video,,4400000,shayvise,-,tiktok,,,false,,None,,None,,false
"Il y a des histoires qui resteront gravées à jamais… mais dont on ressort bien plus fort(e).  Ce qu’on a vécu ne nous définit pas. Ce que nous décidons de devenir, oui 🌷🥋","Il y a des histoires qui resteront gravées à jamais… mais dont on ressort bien plus fort(e). 
Ce qu’on a vécu ne nous définit pas. Ce que nous décidons de devenir, oui 🌷🥋",false,https://www.tiktok.com/@shayvise/video/7562585538117553430,video,,8100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Et voici la suite du divorce ! 😱 #pourtoi #foryou ","Et voici la suite du divorce ! 😱 #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7561475461574905110,video,,4300000,shayvise,-,tiktok,,,false,,None,,None,,false
"La mère n’est pas habituée 😂 L’histoire d’une de mes anciennes élèves 🤣 Elle pensait vraiment que le public était « open bar » et est venue avec une tenue qui n’était pas 100% adaptée je dirais 😂 Après une bonne discussion, on a beaucoup ri et elle s’est vite rendue compte que ce n’était pas si différent sur certaines exigences !  Je reste dans le délire du privé vers le public tout en re précisant que c’est exagéré malgré l’inspiration d’une histoire vraie et basé sur du second degré 😂 #humour #pourtoi #foryou ","La mère n’est pas habituée 😂 L’histoire d’une de mes anciennes élèves 🤣 Elle pensait vraiment que le public était « open bar » et est venue avec une tenue qui n’était pas 100% adaptée je dirais 😂 Après une bonne discussion, on a beaucoup ri et elle s’est vite rendue compte que ce n’était pas si différent sur certaines exigences ! 
Je reste dans le délire du privé vers le public tout en re précisant que c’est exagéré malgré l’inspiration d’une histoire vraie et basé sur du second degré 😂 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7554421887372102934,video,,4200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Vous m’avez demandé le sens inverse, eh bien le voici ! 🤣 L’autruche, sans doute le pire cauchemar des profs 😂 Je préviens tout de suite : c’est de l’humour ! Cette vidéo ne reflète pas la réalité, c’est un sketch ! Donc à prendre au second degré 😉 #humour #pourtoi #foryou ","Vous m’avez demandé le sens inverse, eh bien le voici ! 🤣 L’autruche, sans doute le pire cauchemar des profs 😂
Je préviens tout de suite : c’est de l’humour ! Cette vidéo ne reflète pas la réalité, c’est un sketch ! Donc à prendre au second degré 😉 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7554050428435057942,video,,4900000,shayvise,-,tiktok,,,false,,None,,None,,false
"Vous connaissez cette trend ? 🤣🤣 Je suis tombée dessus par hasard et… HASARD DE DINGUE !!! #humour #pourtoi #foryou #fridgetrend ","Vous connaissez cette trend ? 🤣🤣 Je suis tombée dessus par hasard et… HASARD DE DINGUE !!! #humour #pourtoi #foryou #fridgetrend ",false,https://www.tiktok.com/@shayvise/video/7553308579277606166,video,,6700000,shayvise,-,tiktok,,,false,,None,,None,,false
"En écoutant la fille d’une amie raconter ses anecdotes en école privée, je me suis dit qu’une vidéo sur le sujet s’imposait ! Passer d’un établissement public à un établissement privé, ça vous est déjà arrivé ? 😳🤣 #humour #pourtoi #foryou   NB : tous les établissements privés n’ont pas forcément d’uniformes ! ","En écoutant la fille d’une amie raconter ses anecdotes en école privée, je me suis dit qu’une vidéo sur le sujet s’imposait ! Passer d’un établissement public à un établissement privé, ça vous est déjà arrivé ? 😳🤣 #humour #pourtoi #foryou  
NB : tous les établissements privés n’ont pas forcément d’uniformes ! ",false,https://www.tiktok.com/@shayvise/video/7549226471064145174,video,,5700000,shayvise,-,tiktok,,,false,,None,,None,,false
"Je vous avoue que c’est pas toujours simple 🤣 #humour #pourtoi #foryou ","Je vous avoue que c’est pas toujours simple 🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7541434095839055126,video,,6300000,shayvise,-,tiktok,,,false,,None,,None,,false
"Réponse à @𝐒 𝐇 𝐄 𝐘 🫦 Ou Palpatine comme vous voulez 🤣🤣 J’ai rarement autant galéré pour pas exploser de rire 🤣 Oui j’ai tendance à faire participer mes proches dans certains tournages parce que certains rôles sont moins évidents pour la crédibilité #humour#humourourtoi #foryou  PS : à prendre au second degré 😉  ","Réponse à @𝐒 𝐇 𝐄 𝐘 🫦 Ou Palpatine comme vous voulez 🤣🤣 J’ai rarement autant galéré pour pas exploser de rire 🤣 Oui j’ai tendance à faire participer mes proches dans certains tournages parce que certains rôles sont moins évidents pour la crédibilité #humour#humourourtoi #foryou 
PS : à prendre au second degré 😉  ",false,https://www.tiktok.com/@shayvise/video/7537353571050982658,video,,4400000,shayvise,-,tiktok,,,false,,None,,None,,false
"En vrai, pourquoi pas, ça change !! ☺️ Vous aimez ? #humour #pourtoi #foryou ","En vrai, pourquoi pas, ça change !! ☺️ Vous aimez ? #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7534754344223411478,video,,6300000,shayvise,-,tiktok,,,false,,None,,None,,false
"À chaque fois qu’on entend cette pub, c’est pour du mauvais 🤣🤣 Eh bien là j’ai pensé au chassé croisé des juilletistes et des aoûtiens 🤣 et vous, vous êtes plutôt vacances en juillet ou en août ? #humour #pourtoi #foryou  PS : j’avais prévenu, je suis matrixée 😆","À chaque fois qu’on entend cette pub, c’est pour du mauvais 🤣🤣 Eh bien là j’ai pensé au chassé croisé des juilletistes et des aoûtiens 🤣 et vous, vous êtes plutôt vacances en juillet ou en août ? #humour #pourtoi #foryou 
PS : j’avais prévenu, je suis matrixée 😆",false,https://www.tiktok.com/@shayvise/video/7533278165133741334,video,,4100000,shayvise,-,tiktok,,,false,,None,,None,,false
"On continue ? 🙈 #humour #pourtoi #foryou ","On continue ? 🙈 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7532529513977089302,video,,4100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Vous connaissez ce ou cette pote ? 🤣🤣🤣 Perso, je suis plutôt team crème solaire indice 50 + et vous ? 😂 #humour #pourtoi #foryou ","Vous connaissez ce ou cette pote ? 🤣🤣🤣 Perso, je suis plutôt team crème solaire indice 50 + et vous ? 😂 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7532157428771736854,video,,7200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Anna part définitivement de la chambre ou est-ce qu’elle reste pour soutenir Julie ? 😱🤣 #humour #pourtoi #foryou ","Est-ce qu’Anna part définitivement de la chambre ou est-ce qu’elle reste pour soutenir Julie ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7530302503150210326,video,,4300000,shayvise,-,tiktok,,,false,,None,,None,,false
"Inspiré de quelques témoignages 🤣🤣🤣 Bon j’avoue, mon père était bien comme ça 😁 #humour #pourtoi #foryou ","Inspiré de quelques témoignages 🤣🤣🤣 Bon j’avoue, mon père était bien comme ça 😁 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7528076355603336470,video,,4900000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Anna va vite s’acheter un nouveau maillot de bain pour le surf ou est-ce qu’elle garde son maillot de bain abîmé ? 😱🤣 #humour #pourtoi #foryou ","Est-ce qu’Anna va vite s’acheter un nouveau maillot de bain pour le surf ou est-ce qu’elle garde son maillot de bain abîmé ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7527703733271153942,video,,4400000,shayvise,-,tiktok,,,false,,None,,None,,false
"Félicitations à tous pour votre brevet !! Courage à ceux qui attendent encore leurs résultats ! Et courage à ceux qui ne l’ont pas eu, je rappelle que les notes de cet examen ne définissent en rien votre avenir !! ❤️ #humour #pourtoi #foryou  PS : meilleur moyen de savoir si mes élèves ont réussi ! 🤣","Félicitations à tous pour votre brevet !! Courage à ceux qui attendent encore leurs résultats ! Et courage à ceux qui ne l’ont pas eu, je rappelle que les notes de cet examen ne définissent en rien votre avenir !! ❤️ #humour #pourtoi #foryou 
PS : meilleur moyen de savoir si mes élèves ont réussi ! 🤣",false,https://www.tiktok.com/@shayvise/video/7524364678886182166,video,,5300000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Anna se dépêche pour avoir une chambre ou est-ce qu’elle le hasard choisir pour elle ? 😱🤣 #humour #pourtoi #foryou ","Est-ce qu’Anna se dépêche pour avoir une chambre ou est-ce qu’elle le hasard choisir pour elle ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7523992832634342678,video,,5700000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce que je vous emmène en colo ? 😱😂 #humour #pourtoi #foryou ","Est-ce que je vous emmène en colo ? 😱😂 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7522509084550073622,video,,4700000,shayvise,-,tiktok,,,false,,None,,None,,false
"Et voilà ! Il s’agit ici du chapitre final de l’internat ! Je vous avoue que j’ai eu beaucoup de mal à l’arrêter, parce que je me suis vraiment éclatée à tourner ces vidéos .. c’est toujours un peu le cœur serré que je mets fin à une série mais je suis très heureuse de vous annoncer que les vidéos de l’été arrivent !! Merci beaucoup d’avoir été aussi nombreux et nombreuses à suivre les aventures d’Anna ❤️ #humour #pourtoi #foryou ","Et voilà ! Il s’agit ici du chapitre final de l’internat ! Je vous avoue que j’ai eu beaucoup de mal à l’arrêter, parce que je me suis vraiment éclatée à tourner ces vidéos .. c’est toujours un peu le cœur serré que je mets fin à une série mais je suis très heureuse de vous annoncer que les vidéos de l’été arrivent !! Merci beaucoup d’avoir été aussi nombreux et nombreuses à suivre les aventures d’Anna ❤️ #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7521396942719487255,video,,4200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Je crois qu’on a tous une ou un pote comme ça 🤣🤣 #humour #pourtoi #foryou ","Je crois qu’on a tous une ou un pote comme ça 🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7521024551212403990,video,,4500000,shayvise,-,tiktok,,,false,,None,,None,,false
"Vous aussi vous l’avez dans la tête ? 🤣🤣 #humour #pourtoi #foryou ","Vous aussi vous l’avez dans la tête ? 🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7518429059383233815,video,,5600000,shayvise,-,tiktok,,,false,,None,,None,,false
"Je suis professeure. Et comme beaucoup d’enseignants et de personnels scolaires, j’ai été profondément bouleversée par la disparition de Mélanie.  Ce n’est donc pas une vidéo humoristique que je vous propose aujourd’hui mais une vidéo pour honorer sa mémoire. Je ne l’ai pas connue personnellement, mais à travers cette vidéo, j’ai voulu rendre hommage à sa mémoire (comme ce matin en classe) et à tous ceux et celles qui œuvrent dans l’ombre pour veiller sur les élèves chaque jour.  Je n’ai pas voulu faire une vidéo d’une minute complète pour ne pas la monétiser (mais évidemment la minute a été réalisée).  J’adresse mon soutien à sa famille, à tous ses proches et au collège Françoise-Dolto de Nogent ❤️ ","Je suis professeure. Et comme beaucoup d’enseignants et de personnels scolaires, j’ai été profondément bouleversée par la disparition de Mélanie. 
Ce n’est donc pas une vidéo humoristique que je vous propose aujourd’hui mais une vidéo pour honorer sa mémoire. Je ne l’ai pas connue personnellement, mais à travers cette vidéo, j’ai voulu rendre hommage à sa mémoire (comme ce matin en classe) et à tous ceux et celles qui œuvrent dans l’ombre pour veiller sur les élèves chaque jour. 
Je n’ai pas voulu faire une vidéo d’une minute complète pour ne pas la monétiser (mais évidemment la minute a été réalisée). 
J’adresse mon soutien à sa famille, à tous ses proches et au collège Françoise-Dolto de Nogent ❤️ ",false,https://www.tiktok.com/@shayvise/video/7515087356056177942,video,,5100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Du coup, est-ce qu’Anna va prévenir Marina que Willy est là ? 😱🤣 #humour #pourtoi #foryou ","Du coup, est-ce qu’Anna va prévenir Marina que Willy est là ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7506922936054435094,video,,4500000,shayvise,-,tiktok,,,false,,None,,None,,false
"Situation réellement vécue par une collègue 🤣🤣🤣 J’ai trouvé ça « original » de demander directement à sa prof 😂 (à ne pas reproduire évidemment) #humour #pourtoi #foryou ","Situation réellement vécue par une collègue 🤣🤣🤣 J’ai trouvé ça « original » de demander directement à sa prof 😂 (à ne pas reproduire évidemment) #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7504697069274156310,video,,4500000,shayvise,-,tiktok,,,false,,None,,None,,false
"J’ai été nommée par @Monsieur Pof et @Alexis (merci 🤣) donc je ne pouvais que détourner la trend et en faire quelque chose qui me ressemble encore plus 🤣 Les fonds de cette vidéo seront bien évidemment reversés à une association (je n’ai pas encore décidé laquelle mais n’hésitez pas à me donner des noms en commentaire si vous en connaissez). Bon j’avoue, je me suis mouillée laquelle nuque avant et les glaçons fondent à une vitesse !  @Mora Rachel🍟 @monsieur_prof @BATZAIR à vous de jouer 💪🏻🤣 ! #humour #pourtoi #foryou #icebucketchallenge ","J’ai été nommée par @Monsieur Pof et @Alexis (merci 🤣) donc je ne pouvais que détourner la trend et en faire quelque chose qui me ressemble encore plus 🤣 Les fonds de cette vidéo seront bien évidemment reversés à une association (je n’ai pas encore décidé laquelle mais n’hésitez pas à me donner des noms en commentaire si vous en connaissez). Bon j’avoue, je me suis mouillée laquelle nuque avant et les glaçons fondent à une vitesse ! 
@Mora Rachel🍟 @monsieur_prof @BATZAIR à vous de jouer 💪🏻🤣 ! #humour #pourtoi #foryou #icebucketchallenge ",false,https://www.tiktok.com/@shayvise/video/7500985810917854486,video,,6100000,shayvise,-,tiktok,,,false,,None,,None,,false
Est-ce qu’elles préviennent Gisèle ou est-ce qu’elles y vont par leurs propres moyens ? 🤣😱 #humour #pourtoi #foryou  PS : désolée pour le ketchup 🤣🤣,"Est-ce qu’elles préviennent Gisèle ou est-ce qu’elles y vont par leurs propres moyens ? 🤣😱 #humour #pourtoi #foryou 
PS : désolée pour le ketchup 🤣🤣",false,https://www.tiktok.com/@shayvise/video/7500615246109822230,video,,4500000,shayvise,-,tiktok,,,false,,None,,None,,false
"Situation vécue quand j’étais adolescente ! Il n’y a pas de honte à être pudique, chacun a son propre rapport à son corps et le plus important est de le respecter, que ce soit pour soi-même ou pour un(e) ami(e) ! Retenez une chose : peu importe nos différences, peu importe notre corpulence, nous sommes tous beaux et belles à notre manière ❤️ #humour #pourtoi #foryou ","Situation vécue quand j’étais adolescente ! Il n’y a pas de honte à être pudique, chacun a son propre rapport à son corps et le plus important est de le respecter, que ce soit pour soi-même ou pour un(e) ami(e) ! Retenez une chose : peu importe nos différences, peu importe notre corpulence, nous sommes tous beaux et belles à notre manière ❤️ #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7496534102435368215,video,,4600000,shayvise,-,tiktok,,,false,,None,,None,,false
"Comment s’est passée votre rentrée la zone B ? 😁 #humour #pourtoi #foryou ","Comment s’est passée votre rentrée la zone B ? 😁 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7496161507265350934,video,,5200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Qu’est-ce qu’Anna doit faire maintenant ? 😱 Se faire pardonner ? #humour #pourtoi #foryou ","Qu’est-ce qu’Anna doit faire maintenant ? 😱 Se faire pardonner ? #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7495790043009649942,video,,5000000,shayvise,-,tiktok,,,false,,None,,None,,false
"Bonnes vacances à la zone A ! Et bon courage à la zone B 😂 À prendre au second degré, personne ne se fait douiller 🤣 #humour #pourtoi #foryou ","Bonnes vacances à la zone A ! Et bon courage à la zone B 😂 À prendre au second degré, personne ne se fait douiller 🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7494677443542846743,video,,4200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Du coup, est-ce qu’Anna attend de voir ce que dit Sandy ou est-ce qu’elle se dénonce ? 😱🤣 #humour #pourtoi #foryou ","Du coup, est-ce qu’Anna attend de voir ce que dit Sandy ou est-ce qu’elle se dénonce ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7492821648090107159,video,,4200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Avec ces journées de soleil, difficile de résister ! Vous réagiriez comment vous ? 🤣🤣 #humour #pourtoi #foryou ","Avec ces journées de soleil, difficile de résister ! Vous réagiriez comment vous ? 🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7492451037417098518,video,,4500000,shayvise,-,tiktok,,,false,,None,,None,,false
"Je sais pas vous mais pour moi c’est une vraie galère de choisir le matin 🤣🤣🤣 #humour #pourtoi #foryou ","Je sais pas vous mais pour moi c’est une vraie galère de choisir le matin 🤣🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7492079732884786454,video,,4100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Avec ce beau temps, ça pourrait porter à confusion 🤣🤣 #humour #pourtoi #foryou ","Avec ce beau temps, ça pourrait porter à confusion 🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7490968177942236418,video,,5600000,shayvise,-,tiktok,,,false,,None,,None,,false
"Du coup, que doit faire Anna suite à sa gaffe ?? 😱🤣🤣🤣🤣 #humour #pourtoi #foryou ","Du coup, que doit faire Anna suite à sa gaffe ?? 😱🤣🤣🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7490226489384766742,video,,5200000,shayvise,-,tiktok,,,false,,None,,None,,false
"À prendre évidemment au second degré, c’est purement fictif ! Il n’y a pas de règle pour les premières fois et chaque corps réagit différemment ! 😉 #humour #pourtoi #foryou ","À prendre évidemment au second degré, c’est purement fictif ! Il n’y a pas de règle pour les premières fois et chaque corps réagit différemment ! 😉 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7489852629279870230,video,,4800000,shayvise,-,tiktok,,,false,,None,,None,,false
"Bonnes vacances à la zone B ! Et courage aux zones C et A, c’est la dernière ligne droite avant le repos 💪🏻 #humour #pourtoi #foryou ","Bonnes vacances à la zone B ! Et courage aux zones C et A, c’est la dernière ligne droite avant le repos 💪🏻 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7489481838621347094,video,,4400000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Anna s’allie à Sandy et Marina pour l’aider à camoufler sa grossesse ? 😱🤣 #humour #pourtoi #foryou ","Est-ce qu’Anna s’allie à Sandy et Marina pour l’aider à camoufler sa grossesse ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7488740292217113858,video,,4300000,shayvise,-,tiktok,,,false,,None,,None,,false
"L’arroseur arrosé 🤣 Vous êtes du genre à faire des blagues le 1er avril ou pas du tout ? 😆 #humour #pourtoi #foryou ","L’arroseur arrosé 🤣 Vous êtes du genre à faire des blagues le 1er avril ou pas du tout ? 😆 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7488370080514968854,video,,4700000,shayvise,-,tiktok,,,false,,None,,None,,false
"Toujours des désillusions au brevet blanc, vous ne trouvez pas ? 🤣🤣🤣 #humour #pourtoi #foryou ","Toujours des désillusions au brevet blanc, vous ne trouvez pas ? 🤣🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7486899985271835926,video,,4100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Je crois que j’ai jamais autant entendu parler de chocolat depuis les fameuses dégustations dans mes pourtoi 🤣🤣 Vous avez déjà goûté ? Moi je suis assez mitigée et pourtant je suis une très grande amatrice de chocolat ! 😂  Je précise que ça n’est pas une collaboration commerciale ! #humour #pourtoi #foryou ","Je crois que j’ai jamais autant entendu parler de chocolat depuis les fameuses dégustations dans mes pourtoi 🤣🤣 Vous avez déjà goûté ? Moi je suis assez mitigée et pourtant je suis une très grande amatrice de chocolat ! 😂 
Je précise que ça n’est pas une collaboration commerciale ! #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7485416064168381718,video,,4200000,shayvise,-,tiktok,,,false,,None,,None,,false
"Je ne suis pas adepte des plans de classe mais j’avais envie de l’être juste pour faire cette vidéo 🤣🤣🤣 Déjà vécu ? #humour #pourtoi #foryou ","Je ne suis pas adepte des plans de classe mais j’avais envie de l’être juste pour faire cette vidéo 🤣🤣🤣 Déjà vécu ? #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7483932089272864022,video,,4100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Est-ce qu’Anna mène son enquête ou est-ce qu’elle arrête pour éviter d’être punie ? 😱🤣 #humour #pourtoi #foryou ","Est-ce qu’Anna mène son enquête ou est-ce qu’elle arrête pour éviter d’être punie ? 😱🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7483560902839504150,video,,4100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Je suis tombée sur beaucoup d’édits version hiver VS version été et j’ai été grandement inspirée 🤣🤣 #humour #pourtoi #foryou ","Je suis tombée sur beaucoup d’édits version hiver VS version été et j’ai été grandement inspirée 🤣🤣 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7481334621116976406,video,,4100000,shayvise,-,tiktok,,,false,,None,,None,,false
"Du coup, est-ce qu’Anna reste cachée ou est-ce qu’elle se dénonce ? 🤣😱 #humour #pourtoi #foryou ","Du coup, est-ce qu’Anna reste cachée ou est-ce qu’elle se dénonce ? 🤣😱 #humour #pourtoi #foryou ",false,https://www.tiktok.com/@shayvise/video/7480962438100290838,video,,4800000,shayvise,-,tiktok,,,false,,None,,None,,false
